#List of SDSS AGN from DR7 that are found in HSC survey, with their magnitudes 
#created on Feb 16, 2019
#code at https://github.com/nevencaplar/Variability/tree/master/HSC 
#@Neven Caplar, Princeton University 
#ncaplar@princeton.edu
# 
#SDSS ID 
#ra (SDSS) 
#dec (SDSS) 
#redshift 
#Delta g-band (g-band psf SDSS magnitude - g_psfflux_mag (HSC))  
#Delta g-band err (sqrt(g-band psf err (SDSS)**2+g_psfflux_magsigma (HSC)**2)) 
#g-band (SDSS - all SDSS magnitudes are psf magnitudes) 
#g-band err (SDSS)  
#r-band (SDSS)  
#r-band err (SDSS) 
#i-band (SDSS) 
#i-band err (SDSS)  
#ra (HSC)  
#dec (HSC)  
#g_cmodel_mag (HSC)  
#g_cmodel_magsigma (HSC)  
#r_cmodel_mag (HSC)  
#r_cmodel_magsigma (HSC)  
#i_cmodel_mag (HSC) 
# i_cmodel_magsigma (HSC)  
#g_psfflux_mag (HSC)  
# g_psfflux_magsigma (HSC) 
#r_psfflux_mag (HSC) 
#r_psfflux_magsigma (HSC) 
#i_psfflux_mag (HSC) 
#i_psfflux_magsigma (HSC) 
#object_id (HSC) 
  
000038.66+011426.2,0.1611,1.240635,1.8349,20.4,0.025,20.576,0.037,-0.0098907,0.04101432,20.05,0.041,0.16111213,1.2406405,20.410614,0.0021936458,20.457663,0.0020629577,20.045639,0.0010881288,20.413446,0.0020734724,20.46079,0.0020012227,20.05989,0.0010837778,41645544795300864
000039.00-001803.9,0.1625,-0.301107,2.1249,19.075,0.022,18.884,0.017,0.1655222,0.018006478,18.883,0.018,0.16250183,-0.30109656,19.024326,0.0007773124,18.851398,0.0005576953,18.71288,0.0004869667,19.021381,0.00070635014,18.850388,0.00054116,18.717478,0.0004829441,40576815198142856
000041.58+010545.5,0.1732,1.095973,1.5402,20.412,0.035,20.364,0.032,-0.1919972,0.043024704,20.143,0.043,0.17328735,1.0959723,20.555069,0.0018924683,20.507204,0.0014790199,20.333067,0.0014689089,20.55592,0.0018240127,20.505491,0.0014549886,20.334997,0.0014578279,41645540500335392
000042.02-004501.3,0.175,-0.750386,1.3115,20.384,0.043,20.063,0.029,-0.4472745,0.03303726,19.956,0.033,0.17510758,-0.7503941,20.900967,0.0037387689,20.460705,0.0025388347,20.386137,0.0015789046,20.904623,0.0034740386,20.473852,0.002510794,20.403275,0.0015686229,40576806608200920
000046.15-003007.1,0.1923,-0.501993,1.4453,19.664,0.022,19.503,0.027,-0.6229744,0.02703467,19.507,0.027,0.19232534,-0.5019767,20.442783,0.0022570086,20.340382,0.0021263668,20.081234,0.0013683939,20.45791,0.0021679245,20.356537,0.0020418854,20.129974,0.0013687281,40576810903172184
000046.42+011420.8,0.1934,1.239116,3.7589,21.402,0.051,20.009,0.027,0.2709749,0.03500749,19.753,0.035,0.19343458,1.2391151,20.959461,0.0020161164,19.824259,0.0010921652,19.479101,0.0007296381,20.955357,0.0019391549,19.821608,0.0010728644,19.482025,0.00072413526,41645544795300880
000051.56+001202.5,0.2148,0.200707,3.9713,22.13,0.092,20.343,0.032,0.1199527,0.038012426,20.027,0.038,0.21485332,0.20072874,21.81654,0.005579987,20.38507,0.0022907709,19.885202,0.0009792477,21.784813,0.0052752513,20.381878,0.002210311,19.907047,0.00097194297,41645519025501760
000053.17-001732.9,0.2216,-0.29249,2.7571,19.661,0.024,19.606,0.021,-0.0253642,0.02700901,19.694,0.027,0.22155023,-0.2924824,19.69033,0.0010810306,19.59724,0.0009222038,19.711071,0.0007035344,19.689869,0.0009893535,19.60739,0.00089097413,19.719364,0.0006975643,40576815198143440
000054.02+005503.0,0.2251,0.917518,1.1819,19.851,0.021,19.574,0.019,-0.3877113,0.030023864,19.45,0.03,0.22509809,0.9175187,20.217134,0.0012692803,19.918154,0.0010311943,19.837395,0.001204688,20.215075,0.0012001486,19.918852,0.0010070313,19.837711,0.0011967996,41645536205367384
000054.96+010143.4,0.229,1.028724,1.4617,19.731,0.02,19.406,0.018,-0.1173696,0.028008822,19.179,0.028,0.22901002,1.0287353,19.912645,0.0011327834,19.467297,0.00096118345,19.298111,0.0007090536,19.911612,0.0010900872,19.464743,0.0009382074,19.29637,0.00070297427,41645540500331824
000057.58+010658.6,0.2399,1.116287,2.5551,20.156,0.033,20.03,0.027,0.1880984,0.0390096,20.013,0.039,0.23993337,1.1162819,20.045513,0.0011204139,19.869719,0.00095800677,19.82256,0.000871643,20.044176,0.0010675538,19.872818,0.0009399904,19.824902,0.0008654107,41645540500336520
000058.22-004646.5,0.2426,-0.779601,1.8973,18.904,0.037,18.915,0.019,-0.1551156,0.017008508,18.586,0.017,0.24259803,-0.77960056,19.09354,0.0010959603,19.047325,0.001008701,18.733444,0.0005419109,19.09413,0.0009878897,19.044548,0.0009835329,18.741116,0.0005378819,40576806608199632
000104.52+002753.7,0.2688,0.464944,0.5512,20.199,0.032,20.279,0.03,-1.0610337,0.03905641,20.079,0.039,0.26886246,0.4649554,21.482746,0.0033713635,21.472921,0.003142385,21.04147,0.0020887763,21.520945,0.003267617,21.543137,0.003127711,21.140034,0.0020983515,41645527615427144
000107.52+004113.1,0.2812,0.686989,1.399,20.094,0.031,19.798,0.027,0.0755649,0.034008265,19.652,0.034,0.2813888,0.68698716,19.853237,0.00096229085,19.613838,0.00082468824,19.569302,0.0007531238,19.85374,0.00091582246,19.62025,0.000813663,19.576435,0.00074962236,41645394471445448
000112.43-000029.2,0.3018,-0.008137,1.4227,20.724,0.038,20.406,0.032,0.3665217,0.037011728,20.281,0.037,0.3018416,-0.00814165,20.266453,0.0014654326,19.979916,0.0011244707,19.910282,0.0009376206,20.260185,0.0013475986,19.981281,0.001108052,19.914478,0.00093163137,40576686349115872
000118.40-010221.8,0.3267,-1.039397,1.9685,19.924,0.025,19.76,0.025,0.1791704,0.02502697,19.458,0.025,0.3266515,-1.0394108,19.67203,0.0015735076,19.471146,0.001046762,19.278954,0.0011653162,19.663834,0.001427682,19.47275,0.0010396264,19.27883,0.0011615722,40576660579309328
000118.69+003314.1,0.328,0.553917,1.4003,20.484,0.036,20.338,0.032,0.1893615,0.04501309,20.295,0.045,0.32790345,0.55393374,20.182663,0.0014343584,20.03217,0.001270282,20.076391,0.0010874142,20.189518,0.0013513331,20.047272,0.0012515042,20.105639,0.001085427,41645390176478448
000119.44-011234.3,0.331,-1.20955,2.2138,20.102,0.027,19.947,0.029,0.3302424,0.033021156,19.688,0.033,0.33101037,-1.2095646,19.706104,0.0023948501,19.583334,0.0018368769,19.354513,0.0011924079,19.709385,0.0021905673,19.581638,0.0018130713,19.357758,0.0011818614,40576660579303696
000119.50+001038.0,0.3313,0.177228,1.6209,20.528,0.028,20.409,0.035,0.1798741,0.042010933,20.18,0.042,0.33127183,0.17723763,19.980833,0.0013951532,20.07481,0.0010938279,19.991941,0.0009630198,19.987967,0.0012819899,20.082283,0.001079311,20.000126,0.0009583889,41645381586544880
000127.79-002756.0,0.3657,-0.465574,1.3358,20.263,0.037,19.978,0.028,-0.5468355,0.035024382,19.867,0.035,0.36578667,-0.46557763,20.663914,0.0025472096,20.375523,0.0015089869,20.39605,0.0013132201,20.670683,0.0023284685,20.379433,0.0014876202,20.413836,0.0013066403,40576673464220536
000139.83-003713.5,0.416,-0.620424,1.8326,19.392,0.034,19.462,0.023,-0.4489693,0.030011218,19.218,0.03,0.4159524,-0.620414,19.972355,0.001511838,19.939,0.0012712177,19.663494,0.00082636875,19.971504,0.0013773276,19.939384,0.001253967,19.66697,0.0008204729,40576673464212608
000141.43+002356.3,0.4226,0.398987,0.9329,19.031,0.024,18.85,0.015,-0.5518214,0.027007764,18.926,0.027,0.42263705,0.3990055,19.536953,0.00092623685,19.408403,0.0011610573,19.466578,0.0006513386,19.542503,0.00085158314,19.415112,0.0011202149,19.477821,0.0006475443,41645385881514920
000149.33+005731.6,0.4556,0.958799,1.2058,20.47,0.036,20.187,0.03,-0.0165177,0.043013528,20.236,0.043,0.455577,0.95880216,20.352577,0.0014151138,20.19366,0.001255155,20.233849,0.0010822151,20.363358,0.0013676865,20.20935,0.0012298275,20.252518,0.0010787486,41645398766418000
000154.89-002209.0,0.4788,-0.36919,1.1657,19.206,0.022,19.004,0.022,0.1516325,0.021006806,18.99,0.021,0.4787183,-0.36918503,19.055317,0.0008100748,18.723188,0.0007615227,18.83982,0.00053890265,19.052118,0.00073431915,18.733505,0.00074996904,18.838367,0.00053466397,40576540320228912
000208.83-001742.6,0.5366,-0.295188,0.6521,18.928,0.022,18.827,0.022,-0.1068636,0.019006394,18.69,0.019,0.5368069,-0.29518628,18.959152,0.0008783457,18.800426,0.0007501909,18.76029,0.0004911503,18.965845,0.00080983684,18.829903,0.00075225194,18.796864,0.00049298484,40576540320233064
000209.05+000552.8,0.5376,0.098022,2.1447,21.122,0.043,21.154,0.056,0.2739876,0.064014204,20.873,0.064,0.53770393,0.09803174,20.745188,0.002123584,20.840984,0.0018590135,20.587822,0.0013557045,20.745068,0.0019389808,20.84578,0.0018456684,20.599012,0.0013484368,41645244147585224
000210.11-005730.9,0.542,-0.958599,1.9633,20.215,0.025,20.203,0.028,0.4166062,0.04101967,20.141,0.041,0.5421371,-0.958587,19.941492,0.0018355076,19.839642,0.0012488925,19.723606,0.0012781215,19.935204,0.0016963463,19.842113,0.0012426577,19.724394,0.0012701625,40576527435324392
000212.07-005309.1,0.5503,-0.885874,2.2122,19.706,0.02,19.503,0.021,-0.3483562,0.02803178,19.455,0.028,0.550297,-0.8858544,20.04671,0.0015765171,19.90966,0.0012835555,19.80041,0.0013417833,20.043053,0.0014268258,19.909044,0.001267623,19.803356,0.0013344127,40576527435327936
000215.10-002358.8,0.563,-0.399692,1.4496,20.487,0.039,20.337,0.034,-0.4591816,0.039041694,20.252,0.039,0.5629136,-0.39969006,21.088299,0.0031652227,20.862179,0.0023049002,20.701733,0.0018138014,21.085493,0.0029665604,20.86455,0.0022834202,20.711182,0.0018038849,40576540320227160
000220.09-005222.9,0.5835,-0.873031,2.2356,20.658,0.032,20.409,0.031,-0.1057432,0.036027122,19.976,0.036,0.5837067,-0.87301886,20.90433,0.0031161567,20.630028,0.0024474775,20.08197,0.0014094214,20.897514,0.0027985987,20.62861,0.0023756132,20.081743,0.0013977305,40576527435328488
000226.10+000549.1,0.609,0.096983,1.6506,18.691,0.019,18.659,0.014,-0.2547082,0.01500577,18.429,0.015,0.6087363,0.09698432,18.93853,0.00090415374,18.842428,0.00071425515,18.679,0.0004190233,18.924934,0.0008050314,18.843967,0.0006993339,18.683708,0.00041610884,41645244147585736
000230.94-000616.5,0.629,-0.104604,1.3338,19.801,0.061,19.358,0.179,-0.5011282,0.14700262,19.342,0.147,0.62891954,-0.104583375,20.327103,0.00163992,19.833761,0.0013111954,19.83634,0.0008842764,20.328808,0.0015328416,19.83778,0.0012905907,19.843128,0.00087928446,40576544615202976
000232.32-002029.8,0.635,-0.341638,2.1788,20.083,0.035,19.977,0.029,-0.3529791,0.033021223,20.001,0.033,0.6346767,-0.34163493,20.628357,0.001966996,20.544737,0.0016626342,20.34515,0.001189654,20.628006,0.0018394404,20.547108,0.0016445075,20.35398,0.0011836586,40576540320230496
000240.45-004033.1,0.6685,-0.675886,0.7062,20.371,0.03,20.242,0.035,-0.0015984,0.047069684,20.486,0.047,0.6685363,-0.67589045,20.787365,0.0035326635,20.727016,0.0029415013,20.462843,0.0025629727,20.792849,0.003204605,20.73956,0.0028406046,20.487598,0.0025602814,40576394291343424
000240.76-004803.6,0.67,-0.80102,1.7352,20.31,0.03,19.978,0.032,-0.0610409,0.026034074,19.677,0.026,0.6698484,-0.8010141,20.355852,0.0022271515,19.936365,0.0014310227,19.736034,0.0013380904,20.350193,0.002005715,19.939175,0.0014038543,19.73804,0.0013315489,40576394291337352
000246.47-000615.3,0.694,-0.104276,1.7129,20.379,0.028,20.151,0.029,0.1774283,0.03200981,19.856,0.032,0.69365734,-0.10426346,20.049355,0.0012872247,19.881866,0.0010840537,19.653381,0.00079335977,20.052843,0.0011938222,19.894455,0.001071321,19.678572,0.0007924086,40576407176251520
000248.92+005648.2,0.704,0.946746,1.2939,20.568,0.035,20.15,0.03,-0.1821521,0.039025746,20.062,0.039,0.7038784,0.9467631,20.615517,0.0016994879,20.264442,0.0013556182,20.205029,0.0014148891,20.627728,0.0016249712,20.289066,0.0013374103,20.244152,0.0014172965,41645123888511504
000252.72-000331.0,0.7197,-0.058612,3.6829,21.733,0.058,20.639,0.038,-0.4571702,0.05104343,20.511,0.051,0.71968824,-0.058603458,22.197315,0.0055049313,21.114922,0.002215382,20.96425,0.0021174427,22.193611,0.0051858784,21.11137,0.002179513,20.96817,0.002105148,40576411471207528
000316.31-002148.9,0.818,-0.363591,0.5192,20.826,0.037,20.455,0.034,-0.2796776,0.036016904,20.043,0.036,0.8179952,-0.3635846,20.541359,0.0022386124,19.915098,0.0013517347,19.514782,0.000977896,20.775253,0.0023181515,20.620712,0.0015090653,20.322678,0.0011032807,40581900439416472
000316.39-000732.4,0.8184,-0.125672,3.1779,20.271,0.027,20.06,0.029,-0.0625179,0.036014967,20.075,0.036,0.8182892,-0.12566547,20.364822,0.0020357377,20.184258,0.0014258154,20.133759,0.0010435728,20.361778,0.0018333775,20.192875,0.0014004986,20.137518,0.0010381631,40581904734386448
000322.60-002941.1,0.844,-0.494776,0.6513,19.873,0.025,19.737,0.029,-0.4348625,0.025028965,19.607,0.025,0.8441964,-0.49477836,20.314875,0.0015290969,20.197277,0.0012285023,19.962986,0.0011927153,20.336784,0.0014539429,20.249418,0.0012363928,20.041862,0.0012037616,40581758705495512
000326.67+001157.1,0.8613,0.199222,1.8536,19.392,0.026,19.297,0.02,-0.0509932,0.030005474,19.017,0.03,0.8611365,0.19923513,19.398693,0.00086625305,19.344837,0.0007560253,19.061806,0.0005767716,19.399416,0.0008068809,19.347698,0.0007400988,19.067993,0.0005731515,41650466827825760
000330.19+000813.2,0.876,0.137008,2.5684,18.974,0.025,18.846,0.018,-0.1849685,0.029006405,18.855,0.029,0.87577647,0.13701998,19.185549,0.00081118714,18.953716,0.00074200734,18.986555,0.00060612144,19.20242,0.0007553473,18.9856,0.00074128545,19.039968,0.00060955697,41650466827822000
000338.57+000432.0,0.9106,0.075562,2.0921,19.723,0.027,19.732,0.023,0.0145541,0.035012238,19.672,0.035,0.9107064,0.07557026,19.757397,0.0010832592,19.801115,0.0010857304,19.65495,0.0009319897,19.755272,0.0010130297,19.796719,0.001070091,19.657446,0.00092561595,41650462532862088
000339.11+011019.6,0.913,1.172125,1.6946,20.322,0.033,20.152,0.029,0.0375084,0.031009635,19.709,0.031,0.91299164,1.172119,20.321358,0.0012224906,20.035805,0.0011698498,19.64778,0.0007717759,20.335508,0.0011834921,20.057487,0.0011616197,19.671492,0.0007729831,41650488302664648
000347.20+005344.7,0.947,0.895754,0.5783,20.409,0.042,20.459,0.037,-0.4340341,0.041019857,20.004,0.041,0.94670576,0.8957646,20.538902,0.0016803782,20.458843,0.0016240992,20.014368,0.0012034875,20.670494,0.0017138097,20.751755,0.0016930687,20.438034,0.0012762299,41650484007691120
000348.46-004355.3,0.952,-0.732054,0.8981,20.209,0.038,19.991,0.032,-0.0783509,0.038040854,20.061,0.038,0.9519198,-0.73205143,20.155193,0.0021151204,19.969248,0.0014499493,20.122843,0.0017669697,20.159601,0.0020156128,19.992249,0.0014590932,20.13935,0.0017625673,40581754410526736
000350.75-010359.5,0.9614,-1.06653,0.9159,20.032,0.026,19.812,0.025,-0.0452769,0.032058697,19.753,0.032,0.9614786,-1.066528,19.852783,0.0020398067,19.735388,0.0019461289,19.77631,0.0019531592,19.852776,0.0018746874,19.759085,0.0019352364,19.798277,0.0019390716,40581745820589088
000355.49+000736.4,0.9814,0.126804,1.0275,19.783,0.027,19.542,0.021,-0.0343754,0.03400887,19.536,0.034,0.98120594,0.12680589,19.741344,0.00093311054,19.469522,0.0007914314,19.56184,0.0007809554,19.73733,0.0008593468,19.473755,0.0007786882,19.570375,0.00077668094,41650466827821344
000356.56-010131.6,0.986,-1.025447,0.9107,19.91,0.029,19.71,0.025,0.16299,0.030024335,19.742,0.03,0.98567504,-1.0254515,19.67626,0.0016347973,19.517836,0.002345229,19.566324,0.001216006,19.677702,0.0014966689,19.519917,0.0020746395,19.57901,0.0012086055,40581745820590648
000403.80-004117.2,1.016,-0.688124,1.968,20.661,0.045,20.571,0.039,-0.243398,0.048071165,20.463,0.048,1.0158275,-0.6881152,21.033012,0.0030167056,20.96169,0.002571327,20.681063,0.002622146,21.034641,0.0028300858,20.987438,0.0025650456,20.706398,0.0026147626,40581616971575912
000413.56-004617.2,1.057,-0.771465,1.2834,19.757,0.038,19.508,0.023,-0.2632421,0.028015122,19.449,0.028,1.0565192,-0.77148044,20.05126,0.0016753396,19.755432,0.0012385342,19.693523,0.0009232603,20.055239,0.0015415498,19.771568,0.0012301884,19.712242,0.0009203283,40581616971571344
000416.46-005300.7,1.068,-0.883529,2.0052,19.589,0.03,19.639,0.023,0.0534267,0.027013464,19.427,0.027,1.068609,-0.8835126,19.605867,0.0015883159,19.5658,0.0024567149,19.369473,0.0008607193,19.605835,0.0014210879,19.56982,0.0021245175,19.373573,0.00085276377,40581612676604304
000421.02-003403.1,1.088,-0.56754,1.4589,18.944,0.024,18.829,0.018,0.0920336,0.02000862,18.674,0.02,1.0876082,-0.56752086,18.760109,0.00074197655,18.67978,0.0006688379,18.56437,0.00058698154,18.77664,0.0006842375,18.699211,0.0006594302,18.581966,0.00058723043,40581621266539088
000421.84+005743.6,1.091,0.962124,0.7929,20.172,0.04,19.842,0.024,-0.176205,0.03701612,19.805,0.037,1.0910488,0.96211666,20.412773,0.0014711913,20.108828,0.0011973956,19.93623,0.0010892306,20.431479,0.0014279906,20.132807,0.0011888025,19.981205,0.0010922694,41650346568741600
000429.18+003547.9,1.122,0.59664,1.3021,20.875,0.041,20.428,0.032,0.0049241,0.046019476,20.228,0.046,1.1216154,0.59664315,20.77135,0.0023315942,20.295746,0.0015470941,20.22026,0.0013468774,20.762756,0.0021809137,20.298786,0.0015264931,20.223076,0.0013387757,41650337978808432
000429.47-002142.8,1.123,-0.36189,0.6144,19.896,0.035,19.669,0.021,0.0141474,0.026012935,19.376,0.026,1.1227951,-0.3618891,19.53902,0.001160447,19.534113,0.0011352494,19.311665,0.0008138745,19.558403,0.0011041337,19.57017,0.0011279664,19.361853,0.00082021445,40581625561507952
000431.88+003155.1,1.133,0.531976,1.4443,20.018,0.029,19.781,0.021,-0.0995143,0.031011907,19.562,0.031,1.1328877,0.5319804,20.039804,0.0011872788,19.714352,0.000896179,19.657856,0.0008651598,20.03607,0.0011140537,19.718298,0.00088635203,19.661514,0.0008592887,41650337978803640
000433.93-004844.7,1.142,-0.812433,1.2943,20.017,0.04,19.319,0.022,0.0910881,0.025008056,19.043,0.025,1.1413609,-0.8124387,19.829712,0.0014774863,19.22631,0.00087620266,18.943537,0.0006381347,19.825506,0.0013660466,19.228687,0.0008680363,18.951912,0.00063470996,40581616971569136
000435.75-011318.6,1.149,-1.221845,0.5073,18.841,0.024,18.881,0.019,0.1848545,0.02200939,18.677,0.022,1.1489682,-1.2218459,18.434072,0.0011771927,18.486042,0.0009061204,18.440243,0.0006363328,18.453442,0.001106097,18.548334,0.00092118804,18.492146,0.00064281694,40581604086667928
000439.25-003145.5,1.163,-0.529315,1.8534,19.819,0.026,19.762,0.024,-0.3390552,0.024028188,19.505,0.024,1.1635549,-0.529303,20.077154,0.0015771635,20.097054,0.0012994353,19.82618,0.0011622951,20.092987,0.0014915763,20.117294,0.0012911949,19.844055,0.0011635394,40581621266540944
000442.03+003021.0,1.175,0.505836,1.7665,20.384,0.032,20.397,0.031,-0.2098147,0.04001871,19.992,0.04,1.1751517,0.5058504,20.601326,0.0018466089,20.463526,0.0016110035,20.196785,0.0012320441,20.59375,0.0017365457,20.471786,0.0015907722,20.201815,0.0012235838,41650337978802880
000442.18+000023.3,1.176,0.00648,1.0068,19.215,0.03,18.927,0.023,-0.6045663,0.02501448,19.07,0.025,1.1757814,0.006495353,19.757614,0.0010392518,19.49511,0.00089146435,19.643337,0.0008520833,19.764992,0.0009816329,19.518957,0.0008793892,19.674566,0.0008510301,41650325093903552
000444.23+010036.3,1.185,1.010107,1.4283,20.126,0.029,19.842,0.024,0.144951,0.034008577,19.719,0.034,1.184316,1.010116,20.06533,0.0017034052,19.648918,0.0010565241,19.571995,0.00076916197,20.054205,0.0016087309,19.650137,0.0010418732,19.574049,0.0007638203,41650346568744264
000445.71+002245.0,1.19,0.379168,0.4966,19.451,0.02,19.401,0.019,0.0766736,0.024006957,19.198,0.024,1.1904951,0.37918988,19.29723,0.0010843287,19.13661,0.0007919682,19.007275,0.00056679756,19.31552,0.0010245722,19.192104,0.00080167595,19.121326,0.00057792023,41650333683840256
000446.18-000313.6,1.192,-0.053786,1.5954,20.425,0.031,20.253,0.036,-0.5726205,0.036066845,20.104,0.036,1.192441,-0.05377929,21.188091,0.0048465314,20.934584,0.0024982814,20.663063,0.0022077349,21.186049,0.0044763163,20.945621,0.0024764694,20.67662,0.002194846,40581634151438888
000448.08-002321.8,1.2,-0.389394,1.7248,19.744,0.022,19.752,0.022,0.1412801,0.02900925,19.453,0.029,1.2003504,-0.38939026,19.624922,0.0011443753,19.43985,0.0009105212,19.302784,0.0007352777,19.617966,0.0010631761,19.453102,0.00090178015,19.31172,0.00073253334,40581625561506600
000451.86-001203.7,1.216,-0.201036,1.0274,19.232,0.025,19.046,0.021,-0.0751985,0.022009434,19.14,0.022,1.2161137,-0.20103522,19.20482,0.0010179246,19.071207,0.0007802948,19.208746,0.0006484487,19.204845,0.00092599617,19.076324,0.0007659067,19.215199,0.0006443858,40581492417522472
000453.26-003531.0,1.222,-0.591965,1.564,20.546,0.039,20.462,0.036,-0.1460053,0.052027956,20.209,0.052,1.2219093,-0.5919743,20.676575,0.0031629596,20.720085,0.0022242577,20.333813,0.0017102581,20.693363,0.0029568654,20.737555,0.0022049944,20.355005,0.0017052864,40581483827584248
000456.17+000645.5,1.234,0.112644,1.0413,20.23,0.035,19.797,0.027,0.1039567,0.031008085,19.678,0.031,1.2340468,0.11265376,20.042593,0.0012094919,19.657959,0.0010062789,19.55335,0.00070997264,20.048267,0.0011394769,19.677418,0.0009878731,19.574043,0.00070807396,41650191949911440
000458.61+005457.5,1.244,0.915989,1.2073,20.448,0.032,20.198,0.028,0.0112592,0.042015307,20.08,0.042,1.2442303,0.9159961,20.41543,0.0019937258,20.191347,0.0014882683,20.063538,0.0011414271,20.413061,0.0018696105,20.191864,0.0014537005,20.06874,0.0011340369,41650209129784528
000500.42-003348.2,1.252,-0.563415,2.1733,18.93,0.032,18.739,0.023,-0.0562359,0.024010718,18.577,0.024,1.2517718,-0.5634199,19.000872,0.0009668622,18.845684,0.0007488295,18.62456,0.00071988703,19.001266,0.00090806297,18.844185,0.0007436866,18.633236,0.00071735535,40581483827584168
000500.84+010303.3,1.254,1.050944,1.63,19.168,0.021,19.036,0.032,-0.2087593,0.02001021,18.75,0.02,1.2535337,1.0509412,19.48115,0.0012751007,19.308462,0.0010412335,18.952232,0.00064194994,19.499836,0.0012353867,19.323444,0.0010303921,18.95876,0.0006391646,41650213424746432
000505.45-000210.8,1.272,-0.036345,1.8282,20.245,0.029,20.159,0.029,0.2163666,0.029012728,19.814,0.029,1.2727304,-0.036351874,20.05928,0.0012724773,19.943142,0.0010771564,19.59463,0.00086491095,20.059362,0.0011951033,19.946068,0.0010625223,19.597633,0.0008593106,40581496712487904
