#List of SDSS AGN from DR7 that are found in HSC survey, with their magnitudes 
#Difference between HSC and SDSS larger than 1 mag 
#Within Magellan footprint 
#created on Mar 22, 2019
#code at https://github.com/nevencaplar/Variability/tree/master/HSC 
#@Neven Caplar, Princeton University 
#ncaplar@princeton.edu
# 
#SDSS ID 
#dec (SDSS) 
#ra (SDSS) 
#redshift 
#Delta g-band (g-band psf SDSS magnitude - g_psfflux_mag (HSC))  
#Delta g-band err (sqrt(g-band psf err (SDSS)**2+g_psfflux_magsigma (HSC)**2)) 
#g-band (SDSS - all SDSS magnitudes are psf magnitudes) 
#g-band err (SDSS)  
#r-band (SDSS)  
#r-band err (SDSS) 
#i-band (SDSS) 
#i-band err (SDSS)  
#ra (HSC)  
#dec (HSC)  
#g_cmodel_mag (HSC)  
#g_cmodel_magsigma (HSC)  
#r_cmodel_mag (HSC)  
#r_cmodel_magsigma (HSC)  
#i_cmodel_mag (HSC) 
# i_cmodel_magsigma (HSC)  
#g_psfflux_mag (HSC)  
# g_psfflux_magsigma (HSC) 
#r_psfflux_mag (HSC) 
#r_psfflux_magsigma (HSC) 
#i_psfflux_mag (HSC) 
#i_psfflux_magsigma (HSC) 
#object_id (HSC) 
  
141527.17+015120.5,213.9,1.855697,1.4995,-1.0267686,0.03209511,19.186,0.032,19.025,0.019,18.853,0.018,213.86322,1.8556842,20.210754,0.0024894637,19.731136,0.0022043302,19.542648,0.0011547065,20.212769,0.002469001,19.732372,0.0021916376,19.54292,0.0011474948,43347979637118784
141545.66-004349.6,214.0,-0.730449,0.6759,-1.1070193,0.03820428,20.91,0.038,20.47,0.03,19.86,0.035,213.94029,-0.7304237,21.880634,0.0038934692,20.99239,0.0024821386,20.140537,0.0011896356,22.01702,0.0039455104,21.263329,0.0025620158,20.478365,0.0012642693,41209850427901464
142253.76-013254.5,215.8,-1.548473,0.8478,-1.136954,0.018148739,19.572,0.018,19.413,0.019,19.541,0.023,215.72403,-1.5484691,20.650194,0.002316529,20.639307,0.0028373522,20.60104,0.0020814242,20.708954,0.0023187834,20.685751,0.0028060311,20.710089,0.0021023524,40150350715443744
143101.65-004251.6,217.8,-0.714354,0.3339,-1.2297125,0.0330176,18.967,0.033,18.84,0.017,18.824,0.024,217.7569,-0.714351,20.134193,0.0010762779,19.709991,0.0009181829,19.709827,0.0008525471,20.196712,0.0010780068,19.79515,0.00092688465,19.845528,0.00087332446,41223456884294680
144109.04+001504.7,220.2,0.251307,1.5733,-1.0198032,0.018040322,19.248,0.018,19.092,0.019,18.921,0.02,220.2877,0.25131795,20.270739,0.0012802884,19.873886,0.0011206133,19.643686,0.0008876524,20.267803,0.0012054871,19.875854,0.001094,19.646048,0.00088177994,42301240272518952
144445.87+005413.5,221.2,0.903764,1.391,-1.0191977,0.021118848,20.319,0.021,20.063,0.021,20.073,0.032,221.19115,0.90378034,21.331665,0.0023453992,20.59425,0.001593326,20.653809,0.0016379706,21.338198,0.0022373397,20.609444,0.0015851153,20.675377,0.0016354827,42300707696568808
144622.00+011043.7,221.6,1.17881,1.1598,-1.0439055,0.025052056,19.746,0.025,19.454,0.02,19.472,0.024,221.59169,1.1788074,20.792198,0.0016945958,20.253948,0.0013257882,20.35516,0.0011457566,20.789906,0.0016141552,20.257511,0.001314596,20.35994,0.0011391492,42305797232820240
144640.28-003411.6,221.6,-0.569895,0.6563,-1.047638,0.022100165,20.177,0.022,20.19,0.029,19.935,0.031,221.66786,-0.569895,21.159533,0.0021565477,20.771084,0.0017692309,20.372982,0.0009891555,21.224638,0.0021017436,20.887232,0.0017921965,20.55506,0.0010172675,41237067635652352
144905.68+005424.6,222.2,0.906856,1.8027,-1.1310085,0.020135477,20.239,0.02,20.215,0.027,19.91,0.029,222.27368,0.9068602,21.37204,0.0024415138,21.186134,0.0018424162,20.631355,0.0014960947,21.370008,0.0023318261,21.185642,0.0018218275,20.631935,0.0014864645,42305380620986168
144911.82-010014.8,222.2,-1.004124,2.1728,-1.0651836,0.01804158,18.889,0.018,18.58,0.016,18.583,0.017,222.29926,-1.0041163,19.96856,0.0013204294,19.359127,0.00088267424,19.19527,0.0005206207,19.954184,0.0012241766,19.35885,0.00085654354,19.198498,0.00051643857,41236646728854408
145428.31+013218.0,223.6,1.538344,1.4516,-1.0670766,0.02305475,19.62,0.023,19.328,0.022,19.226,0.031,223.61798,1.5383302,20.68239,0.0016077369,19.916668,0.0015639543,20.02311,0.0011451117,20.687077,0.0015879362,19.91819,0.0014967276,20.032043,0.0011398982,43373672131489504
150026.19-005428.3,225.1,-0.907875,0.281,-1.1696284,0.01904659,19.444,0.019,18.855,0.013,18.551,0.016,225.10915,-0.90788376,20.26475,0.0012483754,19.328888,0.00083971274,18.765915,0.00056867657,20.613628,0.001331387,19.66415,0.0008911,19.200914,0.0006180923,41245442821874568
150029.54+013005.7,225.1,1.501585,2.0708,-1.0941954,0.023081176,19.953,0.023,19.91,0.023,19.914,0.038,225.1231,1.5015771,21.052458,0.0019749254,21.039265,0.0038215446,20.683756,0.00149747,21.047195,0.0019340749,21.034332,0.0037297048,20.68338,0.001486627,43378070177996552
